Name,MOTA,Precision,Recall,F1,Avg_OSPA,Card_Error,Latency_ms
1_Pure_GLMB,0.3788659793814433,0.6188935619540602,0.9860824742268042,0.7604849930431327,61.23563588302,5.875,5.818213224411011
2_Pure_Transformer,0.8716494845360825,0.9387649195640893,0.9324742268041237,0.9356089992242048,29.201285625751797,0.745,292.13042855262756
3_Hybrid_GLMB,0.9,0.9472336065573771,0.9530927835051546,0.9501541623843781,24.117098367380404,0.88,17.356842756271362
4_GNN_MN,0.7896907216494845,0.8438061041292639,0.9690721649484536,0.9021113243761997,38.142185687906384,1.77,1.9347012042999268
5_Hybrid_GNN_MN,0.8783505154639175,0.9400826446280992,0.9381443298969072,0.9391124871001033,26.56785791813403,0.94,17.925965785980225
